id,Titel,Body,Kategorie,Datum,Quelle
29,Offizielle Preisliste: Was Sie zur Polizei nicht sagen sollten,"Die 100-Euro-Strafe für einen Wiener, der vor einem Polizisten „Oida“ sagte, sorgt für Verängstigung in der Bevölkerung. Was geht, was ist tabu im Umgang mit der Staatsgewalt? Die Polizei veröffentlicht jetzt eine hilfreiche Preisliste. Wer diese Begriffe nicht in den Mund nimmt, ist auf der sicheren Seite.
„Oida“ – 100,- EUR
Polizeisprecher: „Wir lassen uns sicher nicht unfreundlich beschimpfen von irgendwelchen depperten Trottln und Tschuschn.“
„Du Rassist!“ – 500,- EUR


Polizeisprecher: „Man duzt einen Polizisten nicht!“
„Sozi“ – 1.000,- EUR




Polizeisprecher: „Einem Polizisten eine linke Gesinnung unterstellen, das ist unterste Schublade.“
„Wendy-Abonnent“ – 350,- EUR
Polizeisprecher: „Üble Nachrede. Ein Polizist muss Wendy nicht abonnieren. Sie liegt kostenlos auf jeder Dienststelle neben Krone, Wochenblick und Zur Zeit auf.“
„Aua, nehmen Sie Ihren FPÖ-Kugelschreiber aus meinem Auge!“ – 80,- EUR
Polizeisprecher: „Woher will der Delinquent wissen, dass es sich um einen FPÖ-Kugelschreiber handelt, wenn sein Auge gerade verletzt ist? Da ist wohl wer am linken Auge blind.“
„Lassen Sie mich bitte los“ – 50,- EUR
Polizeisprecher: „Eine klare Aufforderung zur Fluchthilfe. Da schrillen bei uns alle Alarmglocks.“
„Eierschädl“ – Gratis
Polizeisprecher: „Die Verwendung dieses Ausdrucks ist weiterhin gratis. Leider gab es hier 2008 einen OGH-Spruch. Der Kopf eines klagenden Polizeibeamten aus Kärnten wurde vermessen, die Kopfform glich einem Freilandei, Größe M, haargenau.“
„Ich will einen Anwalt“ – 20 Stockschläge und 1.500,- EUR oder zwei Monate Ersatzfreiheitsstrafe
Polizeisprecher: „Ehrenbeleidigung. Eine besonders unsensible Kränkung für jeden Polizisten. Der Verdächtige suggeriert: Ich vertraue dir nicht, ich glaube, ich habe Rechte.“
„Ich krieg keine Luft“ – 2.000,- Euro
Polizeisprecher: „Widerstand gegen die Staatsgewalt. Ein Verdächtiger bekommt genug Luft, solange er sich noch beschweren kann. Ein Warnsignal dafür, dass noch zu wenige Beamte auf dem Rücken knien.“
„Geben Sie mir Ihre Dienstnummer“ – 300,- EUR
Polizeisprecher: „Hier ist Gefahr im Verzug. Dies ist eine Aufforderung zur Verletzung der Datenschutzverordnung.“

",Leben,2018-10-19 12:03:45,Reuters
30,Selbsttest: Dürfen Sie eine Waffe tragen?,"Herbert Kickl will Asylwerbern, Muslimen und anderen verdächtigen Elementen den Zugang zu Schußwaffen verbieten – damit künftig nur mehr die Richtigen schießen. Natürlich nur, sofern sie sich einem entsprechenden Test unterziehen.








1
Sind Sie vorbestraft? 






Nein. Die Schwärzungen der Burschenschafterlieder waren vor meiner Zeit. 






Ja, klassische Jugendsünde, habe meine Tochter dreißig Jahre in einem Kellerverlies eingesperrt. 






Nein, ich bin ein Freeman. Ich erkenne das Vorstrafenregister der Österreich GmbH nicht an. 






Ja, habe in Hörweite eines Polizisten “Oida” gesagt. 






Nein, bin Schwarzafrikaner. Die Polizei bringt mich nie vor Gericht, sondern immer nur in verlassene Lagerhallen. 






2
Haben Sie Erfahrung mit Drogen? 






Ja, treffe aber am Zeltfest auch mit 2,4 Promille immer die Scheibe bei der Schießbude. 






Nein, ich verkaufe sie nur. 






Selbstverständlich nicht. Ich habe all meine bewaffneten Raubüberfälle nüchtern begangen. 






Keine Angabe, verstehe die bunten herumfliegenden Buchstaben hier nicht. 






3
Beschreiben Sie ihre psychische Verfasstheit. 






Islamfaschistisch 






Gemäßigt faschistisch 






Familiär gefestigter radikaler Staatsverweigerer 






Ultra-Schizophren (seit drei Jahren Bürgerkrieg zwischen den islamischen und den faschistischen Stimmen in meinem Kopf) 






4
Gegen wen würden Sie voraussichtlich Ihre Waffe richten? 






Gegen das Baby, das meinen Kampfhund bedroht 






Gegen mich selbst (sitze derzeit mit Depression im Bunker und warte auf das Ende des Weltkriegs) 






Gegen Asylwerber – aber nur in Notwehrsituationen (Überfall/Kampf/Asylwerber fragt mich nach dem Weg) 






5
Wen würden Sie mit der Waffe in der Hand verteidigen? 






Zuerst einmal meine andere Hand in der ich noch eine Waffe trage 






Allah 






 Billa 






Das österreichische Brauchtum (Glockenläuten, Schweinsbraten, Inzest) 






Den Herrn Innenminister gegen links-radikal-extremistisch-faschistische Falter-Leitartikel 






6
Welche Attacken dürfen mit der Waffe abgewehrt werden? 






Terrorattacken 






Panikattacken 






Fressattacken 






Unerlaubtes Trikot-Ziehen am Fußballplatz 






7
Ein Burschenschafter, ein Dschihadist, ein Amokläufer und Florian Klenk stürmen Ihre Wohnung. Sie haben nur noch eine Kugel. Wen erschießen Sie? 






Den Dschihadisten! 






Den Dschihadisten DURCH den Amokläufer hindurch, der dann auf Florian Klenk fällt und ihm seinen Schreibstift aus der Hand haut. 






Gegenfrage – Ist der Burschenschafter von der selben Bude wie ich? 






8
Haben Sie gedient? 






Ja, SS 






Ja, IS 






Sechs Monate betrunken Panzer fahren beim Bundesheer 






Neun Monate bekifft Notarztwagen fahren beim Roten Kreuz 






9
Noch fragen? 






Ja, ich würde gerne an einem Bürgerkrieg teilnehmen, wo kann ich mich anmelden? 






Erst schießen, dann fragen! 



 



Selbsttest: Dürfen Sie eine Waffe tragen? 
Veröffentlicht am 18 Okt 2018



Ergebnis
0 Punkte

Du nix Waffen! Du GEFÄHRLICH! Warum du machen Test? Was du noch für GEFÄHRLICHE Gegenstände? Küchen-Messer? Schrauben-Zieher? Nagel-Schere? Du nehmen Hände hoch! WEGA kommen gleich! 

Ergebnis teilen


Twitter

Facebook 




Ergebnis
0 bis 250 Punkte:

Leider sind Sie psychisch, physisch und moralisch zu minderwertig, um eine Waffe anrühren zu dürfen. Als menschlicher Schutzschild werden Sie jedoch gerne genommen. Bitte werfen Sie sich bei Bedarf vor den Innenminister. 

Ergebnis teilen


Twitter

Facebook 




Ergebnis
Über 250 Punkte

Alle Achtung! Wenn Sie jetzt noch Mitglied einer Burschenschaft sind, steht einer Karriere im Staatsdienst nichts mehr im Wege. Und wenn doch was im Wege steht: einfach wegballern! 

Ergebnis teilen


Twitter

Facebook 








",Quiz,2018-10-18 15:46:43,Reuters
31,Fall Khashoggi: Der WhatsApp-Chat zwischen Trump und dem Saudi-Prinz,"Der Fall Khashoggi schockiert die Welt. Was spielt sich tatsächlich hinter den Kulissen ab? Der WhatsApp-Chat zwischen US-Präsident Donald Trump und dem Kronprinz von Saudi-Arabien, Mohammed bin Salman, geben darüber Aufschluss.



",Welt,2018-10-18 12:52:21,Reuters
32,Für wichtige Manager: Porsche präsentiert E-Scooter-SUV,"Wichtige Manager kennen dieses Problem: Sie wünschen sich die Dynamik eines E-Scooters, doch wollen nicht auf den Status eines SUVs verzichten. Porsche liefert jetzt die Lösung für dieses Dilemma: Den Porsche Carriere, den weltweit ersten E-Scooter-SUV. DiE TAGESPRESSE durfte die Innovation für Sie testen. 
Für die Testfahrt wählen wir unsere tägliche Strecke vom Speckgürtel in unseren Co-Working Space in Wien-Margareten. Dank des 340-PS-Motors spürt man im Test sofort die überwältigende Beschleunigung des Egos. Man fühlt sich sofort wieder wie ein junger Finanzheuschreck, der täglich zwischen Puff und Büro hin und her pendelt, und nicht mehr wie ein dreifacher Familienvater mit Reihenhaus und Hypothek.
Respekt
Der E-Scooter-SUV überzeugt nicht nur optisch mit aggressiver Unbescheidenheit. Mit 8 Zylindern und zwei Tonnen verschafft man sich auch im Praxistest auf der Mariahilfer Straße rasch Respekt. Radfahrer können elegant geschnitten und zu Sturz gebracht werden. Auch Fußgänger verschwinden problemlos unter dem kolossalen, panzerartigen Heck. Zur Seite mit dem neiderfüllten, minderwertigen, erfolglosen Menschenmüll! Fahrspaß pur.
Am Weg zum wichtigen Business Lunch im Vapiano Herrengasse stellen sogar japanische Touristengruppen, die mit sehr harten Selfiestangen den Ringradweg blockieren, für das stabil verarbeitete Chassis kein Problem dar. Achtung, hier komme ich!


Innenleben
Auch im Inneren gibt der Carriere ordentlich was her. Die hochwertig verarbeiteten Menschenledersitze geben dem schlaffen Büroleib Komfort und Halt. Tolle Zusatzfunktion: Die Akkulaufzeit ist so kalkuliert, dass der Saft genau dann weg ist, wenn die Kinder vom Kindergarten abzuholen sind.
Fazit
Der E-Scooter-SUV wird bald nicht mehr aus dem Stadtbild wegzudenken sein. Klare Kaufempfehlung! Da juckt einen auch der Preis von 139.000 Euro nicht mehr. Kommt Claudius halt nicht in die International School, sondern nur auf die AHS. 






",Leben,2018-10-17 11:52:26,Reuters
33,Datenschutz: ÖFB anonymisiert vor Länderspiel persönliche Daten auf Spielertrikots,"Gut lesbare Namen und identifizierbare Nummern, und das vor den neugierigen Augen tausender Zuseher: Solchen haarsträubenden Verletzungen des Datenschutzes setzt der ÖFB heute Abend ein Ende. Vor dem Länderspiel gegen Dänemark werden Namen und Nummern der ÖFB-Spieler unkenntlich gemacht. Damit steht einem DSGVO-konformen Sportspektakel nichts mehr im Wege.
„Auch wir haben Rechte“, erklärt der Spieler David A. gegenüber der Tagespresse. Die Entfernung der Namen auf Türschildern wird von ihm ebenfalls befürwortet. „Jetzt kann niemand mehr rausfinden, dass ich auf der Etage 3, Abteilung 2A, in der Bettenabteilung beim KIKA Wien Nord wohne“, so David A. im Interview mit ORF, CNN und BBC.
Keine Ausnahme für Teamchef
Auch für Trainer Franco Foda gelten die neuen Vorschriften, als er in der Kabine die Aufstellung bekannt gibt. „Jungs, wir spielen heute ein 4-4-2 System. Links hinten spielt ein Mann, als Innenverteidiger zwei Männer, rechts außen ein Mann. In der Mitte dann vier Mann in einer Linie, und vorne links und rechts je ein Mann, wobei wir hoffen, dass der eine Mann den anderen Mann gut anspielt, damit vielleicht von hinten auch noch ein dritter Mann aus der Mitte nachrücken kann. Alles klar?“
Doch Juristen warnen den ÖFB, die Maßnahmen würden nicht weit genug gehen. Denn anhand der Trikots ist nach wie vor der Arbeitgeber der Spieler identifizierbar. Sie fordern, dass beide Teams sowie die Schiedsrichter in identischen grauen Dressen aufs Feld laufen.


ORF als Vorreiter
Für eine vorbildliche Anonymisierung der Daten sorgt auch der ORF. Laut Alexander Wrabetz muss sich ORF-Reporter Rainer Pariasek bei Interviews ab sofort selbst einen schwarzen Balken vor das Gesicht halten. Unklar ist, ob dies ausschließlich aus Gründen des Datenschutzes geschieht.
Änderungen für Fans
Auch für die Fans bringt die DSGVO Änderungen mit sich. Alle 11.432 Sitznummern in der dänischen MCH-Arena wurden geschwärzt. Damit bleibt für mitgereiste Fans der österreichischen Nationalmannschaft der Datenschutz gewahrt. Ärgerlich für Ultras: Sie dürfen künftig nicht mehr lauthals dem ganzen Stadion verraten, wo das Auto des Schiedsrichters steht.






",Leben,2018-10-16 19:10:38,Reuters
34,Saudi-Arabien gesteht: „Khashoggi tragischerweise während seiner Ermordung gestorben“,"Nach den Vorwürfen rund um das Verschwinden von Jamal Khashoggi macht Saudi-Arabien reinen Tisch: Demnach ist der Journalist tragischerweise während seiner Ermordung unerwartet zu Tode gekommen. Kronprinz Mohammed bin Salman kündigte eine umfassende Untersuchung an, um zu klären, wie die staatlich angeordnete Ermordung des Journalisten so ein tragisches Ende nehmen konnte.
RIAD — „Wir wollten ihn einfach nur foltern, erschießen, zerstückeln und in Säure auflösen. Dabei hat Herr Khashoggi leider Verletzungen erlitten, die schlussendlich zum Tod führten“, so Mohammed bin Salman. „Wir werden alles tun, um dieses grausame, unmenschliche Verbrechen aufzuklären. Ich werde den Schuldigen persönlich zur Rechenschaft ziehen und foltern, erschießen, zerstückeln und in Säure auflösen.“
Entrüstung
Aus aller Welt kommt harsche Kritik, auch aus Österreich. Bundeskanzler Sebastian Kurz ist entsetzt: „In einer Demokratie werden Journalisten nicht ermordet, sondern mit Inseraten gekauft oder öffentlich eingeschüchtert.“
Innenminister Kickl hingegen will nicht voreilig urteilen: „Man kann den arabischen Raum nicht mit Österreich vergleichen. Eine gefestigte Demokratie, wie wir es hierzulande haben, hält sicher die eine oder andere Zerstückelung eines Journalisten aus.“


Konsequenzen
Frankreich, Deutschland und Großbritannien wollen den Vorfall bei der Preisverhandlung für die nächsten Waffendeals „in aller Deutlichkeit“ zur Sprache bringen. Auch Österreich will zwar weiterhin humane Waffen an Saudi-Arabien verkaufen. Allerdings zeigt sich die WKO pikiert darüber, dass bei Khashoggis Ermordung keine hochwertigen österreichischen Splittergranaten eingesetzt wurden.

",Welt,2018-10-16 11:53:00,Reuters
35,„Ich verspreche es“: Hofer will 2022 erneut Bundespräsidentenwahl anfechten,"Starke Ansage! Verkehrsminister Norbert Hofer versprach am Sonntag, die Bundespräsidentenwahl 2022 erneut anzufechten. Die Vorbereitungen laufen auf Hochtouren.
„Ich stehe zu meinem Wort. 2022 bin ich wieder bereit, die Bundespräsidentenwahl zu verlieren, und wie es sich für einen FPÖ-Politiker gehört, die Niederlage natürlich nicht zu akzeptieren“, verkündet FPÖ-Minister Hofer seine Entscheidung auf ORF 2 im FPÖ-Lifestylemagazin „Europa Backstage“. Hofer wird für den Beitrag von 30 Kameras dabei gefilmt, wie er gemütlich auf seinem Rasentraktor mit 140 km/h durch das Ortsgebiet von Pinkafeld rast.

Hofer bereitet sich vor
Die Anfechtung der Wahl hat sich FPÖ-Anwalt Dieter Böhmdorfer bereits fertig ausgedacht. Hinter den Kulissen bereitet die FPÖ auch schon den Wahlkampf vor. Hofer will diesmal jedoch nicht dieselben Fehler begehen und auf Gott vertrauen. Seine Wahlkampagne steht unter dem Motto „So wahr mir die Kronen Zeitung helfe“.


„Ich werde die Wähler mit langem Atem überzeugen. Das klappt besonders gut, wenn man keinen Lungenkrebs hat“, so Hofer lächelnd.
Chancen stehen gut
Doch wird es überhaupt zu einer Anfechtung kommen? Politologe Peter Filzmaier bezweifelt das: „Wenn die Gerüchte stimmen und Doris Bures für die SPÖ ins Rennen geht, dann empfehle ich Herrn Hofer, sich bereits Büromöbel für die Hofburg auszusuchen.“ Aber auch Amtsinhaber Alexander Van der Bellen liebäugelt mit einer zweiten Kandidatur. Er will sich spätestens 2023 endgültig festlegen.






",Politik,2018-10-15 11:49:57,Reuters
36,Datenschutz: Post muss Namen und Anschrift auf Briefen schwärzen,"Sicher ist sicher! Frei sichtbare Namen und Anschrift auf Briefen gehören der Vergangenheit an. Die Post beginnt, alle persönlichen Daten auf Sendungen zu schwärzen. Dies sei der einzige Weg, um einen Schutz der Kundendaten im Einklang mit gesetzlichen Richtlinien zu gewährleisten.
WIEN – 5 Uhr früh. Im Postverteilerzentrum Wien schwärzen hunderte Briefträger vor der Zustellung alle persönlichen Daten auf Kuverts und Paketen mit einem Edding. Wenige Stunden später landen die Sendungen wieder in der Rücksendehalle, weil sie wegen nicht lesbarer Zustelladresse zurück an den Sender müssen.
„Bei uns hat Datenschutz oberste Priorität, trotz der operativen Hürden“, erklärt ein Pressesprecher der Post stolz. Er rät Kunden, am besten gar keine persönlichen Daten auf Briefe draufzuschreiben, mit denen eine Identifikation von Sender oder Empfänger theoretisch möglich wäre. Wer überhaupt auf Nummer sicher gehen will, sollte seine Briefe vor dem Wurf in den Briefkasten schreddern.
Problemfall Ansichtskarten
Dies betrifft klarerweise auch Ansichtskarten, wo nicht nur die Anschrift, sondern sogar der Inhalt der Nachricht unverschlüsselt zugänglich ist. Ein juristisch heikles Problem, das Einfallsreichtum verlangt. Ein Rechtsexperte zeigt uns eine Case Study für eine datenschutzrechtlich unbedenkliche Ansichtskarte:



Kommission sieht Startschwierigkeiten
„Natürlich erfordert die DSGVO speziell am Anfang eine gewisse Umgewöhnung“, gesteht ein Pressesprecher der EU-Kommission ein. „Aber die EU hört nicht weg und führt ständig Umfragen unter Bürgen durch, um Meinungen zu ihren Gesetzen einzuholen.“ Das Ergebnis dieser Umfragen kann aus Datenschutzgründen nicht bekanntgegeben werden.






",Finanzen,2018-10-13 11:57:47,Reuters
37,10-jähriger Todestag: „Österreich“ bringt Exklusiv-Interview mit Jörg Haider,"Der Todestag von Jörg Haider jährt sich zum 10. Mal. Aus diesem Anlass bringt die Tageszeitung „Österreich“ heute ein exklusives Jubiläums-Interview mit dem polarisierenden Landeshauptmann, um den es in den letzten Jahren ruhig geworden ist. Als Medienpartner veröffentlicht DiE TAGESPRESSE das Interview vorab.
Wolfgang Fellner: Herr Dr. Haider, danke, dass Sie für uns ihr Schweigen brechen. Sie sind die vergangenen Jahre auf Tauchstation gewesen. Kritiker behaupten, Sie seien seit 10 Jahren im politischen Jenseits. Böse Zungen erklärten Sie gar für tot.
Jörg Haider: (lacht) Herr Fellner, glauben Sie nicht alles, was diese Ostküsten-Schmierfinken schreiben. Wer, denken Sie, vergibt die Jörg-Haider-Medaille? Und wenn 2008 wirklich die Sonne vom Himmel gefallen ist, wieso haben wir dann einen Rekordsommer nach dem nächsten?
Fellner: Da ist was Wahres dran. Ich würde ja sogar sagen, einen außerirdischen Terror-Afghanen-Sommer nach dem nächsten.


(Haider lacht und gießt sich aus Fellners Wasserflasche noch einen Wellness-Wodka ein)
Fellner: Wie beurteilen Sie die Arbeit der aktuellen Regierung?




Haider: (denkt nach) Das mit der Afrika-Invasion ist durchaus visionär. Und Norbert Hofer macht seine Sache gut. Ich war ja schon vor zehn Jahren für Tempo 142.
Fellner: Sehen Sie auch Anlass zur Sorge?
Haider: Allerdings. Ich und meine Buberlnschafter, wir waren ja relativ rechts. Aber was heute abgeht, das ist nicht mehr normal. Unsere faschistische Kleptokratie droht, in einen kleptokratischen Faschismus abzurutschen.
Fellner: Wie kam es damals eigentlich zum Bruch mit Strache?
Haider: Die ideologischen Unterschiede waren am Ende dann doch zu groß. Er war für Eristoff, ich für Absolut.
Fellner: Haben Sie noch Kontakt zu politischen Weggefährten?
Haider: Manchmal skype ich noch mit Muammar al-Gaddafi und Saddam Hussein. Leider hat Hussein oft schlechten Empfang in seinem Erdloch, ich habe ihn länger nicht mehr erreicht.
Fellner: Wie beurteilen Sie als den derzeitigen Politik-Journalismus?
Haider: Danke für diese Frage.
(Fellner lacht unterwürfig; Haider tätschelt Fellners Kopf; Fellner beginnt zu schnurren)
Haider: Die mediale Mystifizierung meiner Person funktioniert nach wie vor perfekt. Der jüdisch-kommunistische ORF wird endlich umgefärbt. Und lobenswert finde ich auch diesen Ferdinand Weghitler oder wie er heißt, auf ServusTV.
Fellner: Und wie finden Sie die „Österreich“?
Haider: „Österreich“ ist eine journalistische Missgeburt.
Fellner (schreit): Nehmen’s des zruck!
Haider: Das einzige, was ein Dr. Jörg Haider zurücknimmt, sind zweisprachige Ortstafeln.
Fellner (schreit): Wast wos, i sorg dafür, dass du ab morgen politisch tot bist!
Haider (lächelt süffisant): Wie kann jemand, der Fellner heißt, so ein dünnes Fell haben?
Fellner (schreit, wirft Tisch um, zieht Vignettenschaber aus Sakko): I drah di ham!
(Das Interview wird abgebrochen)

",Politik,2018-10-11 10:54:41,Reuters
38,„Was ist Ihr Lieblingsbuch?“ – Politiker und Promis stehen Rede und Antwort,"Bücher begleiten uns durchs Leben. Manch einer hat sogar einmal eins gelesen. Wir fragen heute Politiker und Promis nach ihrem Lieblingsbuch.
Mathias Strolz: „Strolz und Vorurteil“
Norbert Hofer: „In 80 Tagen um die Welt mit 140 km/h“
Thomas Glavinic: „Moby Dick Pic“


Didi Mateschitz: „Mein Grundbuch (Gesamtausgabe, 1.400 Seiten)“
Maria Vassilakou: „Der Fänger im Ja-Natürlich-Bio-Roggen“




Herbert Kickl: „Der extrem kleine Prinz“

Alexander Van der Bellen: „Der alte Mann und das Teer“
HC Strache: „Das Tränensackrileg“
Christian Kern: „Zu große Erwartungen“
Harald Vilimsky: „Der Steppenhund“

Robert Lugar: „Enddarm mit Charme: Alles über ein unterschätztes Karrieremittel“
Harald Mahrer: „Wem die Überstunde schlägt“
Peter Pilz: „Der Da Vinci Bro-Code“
Gernot Blümel: „Die Speisekarte im Dots“

Beate Meinl-Reisinger: „Sofies Welthandel“
Sebastian Kurz: „Das Schweigen des Belämmerten“

",Leben,2018-10-10 15:00:40,Reuters
39,"Strache verspricht: „Gehe in Karenz, wenn Philippa 900.000 Unterschriften sammelt“","So sieht Unterstützung aus! In einem rührenden Statement hat Heinz-Christian Strache seiner Ehefrau Philippa versprochen, sie nach der Geburt ihres Babys zu unterstützen. Damit der FPÖ-Chef die Einwilligung zur Väterkarenz gibt, muss seine Frau lediglich 900.000 Unterschriften sammeln. 
„Ich bekenne mich ohne Wenn und Aber zum Prinzip der Aufgabenteilung im Haushalt“, so Strache. „Und deshalb gebe ich meiner Frau auch die Gelegenheit, ihre Forderung nach mehr Unterstützung bei der Erziehung durch eine demokratische Volksbefragung zu untermauern.“
Schon 2017 forderte Philippa ihren Ehemann auf, den Müll runterzubringen. Doch mit den 881.569 eingereichten Unterschriften von Nachbarn und Freunden verfehlte sie das erforderliche Mindestziel um 18.431, erinnert sich Strache mit Bedauern zurück: „Ich musste mich hier dem Bürgerwillen beugen.“
Umfaller?
Kritik, er würde direkte Demokratie insgeheim missachten, lässt Strache nicht gelten: „Ich nehme die Anliegen der Kronen Zeitung sehr ernst. Sobald wie möglich gibt es eine Volksabstimmung über die GIS-Gebührenerhöhung für nicht-rauchende Frauen.“


Sollte Philippa die 900.000 Unterschriften erreichen, sieht Strache in einem Punkt dennoch keinen Spielraum: Er lehnt ab, während seiner Karenz rauchfrei zu leben. „Wenn sich das Baby nicht integrieren will in unseren Haushalt, kann es sich gern einen anderen Haushalt aussuchen.“

",Leben,2018-10-10 11:52:45,Reuters
40,Nach Shitstorm: Strafrichter will Sigi-Maurer-Urteil nicht selbst gesprochen haben,"Ein Shitstorm folgte auf den kontroversen Schuldspruch für Sigi Maurer wegen übler Nachrede. Jetzt kommt es jedoch zu einer dramatischen Wendung: Strafrichter Stefan Apostol streitet ab, das Urteil selbst verfasst und gesprochen zu haben. Geschah die mediale Vorverurteilung wieder einmal zu schnell?
„Ich war das nicht. Ganz ehrlich, das kann jeder gewesen sein“, rechtfertigt sich Richter Stefan Apostol gegenüber der Tagespresse. „Jeder kann sich auf meinen Richterstuhl setzen und irgendwelche Urteile sprechen. Ich glaube, es war der Systemadministrator vom Landesgericht. Ich distanziere mich davon!“
Zwar wurde das Urteil auf seinem Computer verfasst. Um den Wahrheitsbeweis zu erbringen, dass der Spruch tatsächlich von ihm stammt, seien aber zumindest Zeugenaussagen, DNA-Nachweise, Stuhlproben und Videoaufzeichnungen nötig.
Sigi Maurer hätte der „journalistischen Sorgfaltspflicht“ nachkommen und vor Veröffentlichung des Urteils vom Richter eine schriftliche Bestätigung inklusive notariell beglaubigter Unterschrift vom Richter einholen müssen, wonach er der Urheber sei.


„Das wahre Opfer“
„Ich bin hier medial das wahre Opfer in der Causa Maurer“, so Apostol. Er will das nicht auf sich sitzen lassen und Sigi Maurer wegen übler Nachrede verklagen. „Es kann nicht sein, dass diese Serientäterin jetzt auch das Image eines zweiten Mannes besudelt.“
Doch dies dürfte juristisch schwierig werden: Laut ihrer Anwältin streitet Sigi Maurer ab, überhaupt im Gerichtssaal gewesen zu sein. Rechtsexperten rechnen daher mit einem Freispruch.






",Leben,2018-10-09 13:02:54,Reuters
